exiobase name,exiobase unit,ecoinvent name,ecoinvent category,ecoinvent subcategory,ecoinvent unit,scale factor,new flow,comment
Unused Domestic Extraction - Metal Ores - Iron ores,kt,,mass,,,1,1,
Unused Domestic Extraction - Metal Ores - Lead ores,kt,,mass,,,1,1,
Unused Domestic Extraction - Metal Ores - Nickel ores,kt,,mass,,,1,1,
Unused Domestic Extraction - Metal Ores - Other non-ferrous metal ores,kt,,mass,,,1,1,
Unused Domestic Extraction - Metal Ores - PGM ores,kt,,mass,,,1,1,
Unused Domestic Extraction - Metal Ores - Silver ores,kt,,mass,,,1,1,
Unused Domestic Extraction - Metal Ores - Tin ores,kt,,mass,,,1,1,
Unused Domestic Extraction - Metal Ores - Uranium and thorium ores,kt,,mass,,,1,1,
Unused Domestic Extraction - Metal Ores - Zinc ores,kt,,mass,,,1,1,
Unused Domestic Extraction - Non-Metallic Minerals - Building stones,kt,,mass,,,1,1,
Unused Domestic Extraction - Non-Metallic Minerals - Chemical and fertilizer minerals,kt,,mass,,,1,1,
Unused Domestic Extraction - Non-Metallic Minerals - Clays and kaolin,kt,,mass,,,1,1,
Unused Domestic Extraction - Non-Metallic Minerals - Gravel and sand,kt,,mass,,,1,1,
"Unused Domestic Extraction - Non-Metallic Minerals - Limestone, gypsum, chalk, dolomite",kt,,mass,,,1,1,
Unused Domestic Extraction - Non-Metallic Minerals - Other minerals,kt,,mass,,,1,1,
Unused Domestic Extraction - Non-Metallic Minerals - Salt,kt,,mass,,,1,1,
Unused Domestic Extraction - Non-Metallic Minerals - Slate,kt,,mass,,,1,1,
Unused Domestic Extraction - Primary Crops - Kapokseed in Shell,kt,,mass,,,1,1,
Water Consumption Green - Agriculture - rice,Mm3,,,,,1,0,"Green water is part of the natural cycle, and therefore not counted in water consumption methods"
Water Consumption Green - Agriculture - wheat,Mm3,,,,,1,0,
Water Consumption Green - Agriculture - other cereals,Mm3,,,,,1,0,
Water Consumption Green - Agriculture - roots and tubers,Mm3,,,,,1,0,
Water Consumption Green - Agriculture - sugar crops,Mm3,,,,,1,0,
Water Consumption Green - Agriculture - pulses,Mm3,,,,,1,0,
Water Consumption Green - Agriculture - nuts,Mm3,,,,,1,0,
Water Consumption Green - Agriculture - oil crops,Mm3,,,,,1,0,
Water Consumption Green - Agriculture - vegetables,Mm3,,,,,1,0,
Water Consumption Green - Agriculture - fruits,Mm3,,,,,1,0,
Water Consumption Green - Agriculture - fibres,Mm3,,,,,1,0,
Water Consumption Green - Agriculture - other crops,Mm3,,,,,1,0,
Water Consumption Green - Agriculture - fodder crops,Mm3,,,,,1,0,
Water Consumption Blue - Agriculture - rice,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - wheat,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - other cereals,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - roots and tubers,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - sugar crops,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - pulses,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - nuts,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - oil crops,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - vegetables,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - fruits,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - fibres,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - other crops,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Agriculture - fodder crops,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - dairy cattle,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - nondairy cattle,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - pigs,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - sheep,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - goats,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - buffaloes,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - camels,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - horses,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - chicken,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - turkeys,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - ducks,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Livestock - geese,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Products of meat cattle,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Products of meat pigs,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Products of meat poultry,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Meat products nec,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - products of Vegetable oils and fats,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Dairy products,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Processed rice,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Sugar,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Food products nec,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Beverages,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Fish products,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Tobacco products (16),Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Textiles (17),Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Wearing apparel; furs (18),Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Leather and leather products (19),Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Pulp,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Secondary paper for treatment, Re-processing of secondary paper into new pulp",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Paper and paper products,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Printed matter and recorded media (22),Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Plastics, basic",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - N-fertiliser,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - P- and other fertiliser,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Chemicals nec,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Rubber and plastic products (25),Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Glass and glass products,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Secondary glass for treatment, Re-processing of secondary glass into new glass",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Ceramic goods,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Bricks, tiles and construction products, in baked clay",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Cement, lime and plaster",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Ash for treatment, Re-processing of ash into clinker",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Other non-metallic mineral products,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Basic iron and steel and of ferro-alloys and first products thereof,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Secondary steel for treatment, Re-processing of secondary steel into new steel",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Precious metals,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Aluminium and aluminium products,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Lead, zinc and tin and products thereof",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Secondary lead for treatment, Re-processing of secondary lead into new lead",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Copper products,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Secondary copper for treatment, Re-processing of secondary copper into new copper",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Other non-ferrous metal products,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Fabricated metal products, except machinery and equipment (28)",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Machinery and equipment n.e.c. (29),Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Office machinery and computers (30),Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Electrical machinery and apparatus n.e.c. (31),Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Radio, television and communication equipment and apparatus (32)",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Medical, precision and optical instruments, watches and clocks (33)",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Manufacturing - Motor vehicles, trailers and semi-trailers (34)",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Other transport equipment (35),Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Manufacturing - Furniture; other manufactured goods n.e.c. (36),Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - tower - Electricity by coal,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - tower - Electricity by gas,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - tower - Electricity by nuclear,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - tower - Electricity by hydro,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - tower - Electricity by wind,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - tower - Electricity by petroleum and other oil derivatives,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - tower - Electricity by biomass and waste,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - tower - Electricity by solar photovoltaic,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - tower - Electricity by solar thermal,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Electricity - tower - Electricity by tide, wave, ocean",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - tower - Electricity by Geothermal,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - tower - Electricity nec,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - once-through - Electricity by coal,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - once-through - Electricity by gas,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - once-through - Electricity by nuclear,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - once-through - Electricity by hydro,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - once-through - Electricity by wind,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - once-through - Electricity by petroleum and other oil derivatives,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - once-through - Electricity by biomass and waste,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - once-through - Electricity by solar photovoltaic,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - once-through - Electricity by solar thermal,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
"Water Consumption Blue - Electricity - once-through - Electricity by tide, wave, ocean",Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - once-through - Electricity by Geothermal,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Electricity - once-through - Electricity nec,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Consumption Blue - Domestic - domestic Water Consumption Blue,Mm3,"Water, unspecified natural origin",natural resource,in water,m3,1000000,0,
Water Withdrawal Blue - Manufacturing - Products of meat cattle,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Products of meat pigs,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Products of meat poultry,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Meat products nec,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - products of Vegetable oils and fats,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Dairy products,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Processed rice,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Sugar,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Food products nec,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Beverages,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Fish products,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Tobacco products (16),Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Textiles (17),Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Wearing apparel; furs (18),Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Leather and leather products (19),Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Pulp,Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Secondary paper for treatment, Re-processing of secondary paper into new pulp",Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Paper and paper products,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Printed matter and recorded media (22),Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Plastics, basic",Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - N-fertiliser,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - P- and other fertiliser,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Chemicals nec,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Rubber and plastic products (25),Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Glass and glass products,Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Secondary glass for treatment, Re-processing of secondary glass into new glass",Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Ceramic goods,Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Bricks, tiles and construction products, in baked clay",Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Cement, lime and plaster",Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Ash for treatment, Re-processing of ash into clinker",Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Other non-metallic mineral products,Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Basic iron and steel and of ferro-alloys and first products thereof,Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Secondary steel for treatment, Re-processing of secondary steel into new steel",Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Precious metals,Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Aluminium and aluminium products,Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Lead, zinc and tin and products thereof",Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Secondary lead for treatment, Re-processing of secondary lead into new lead",Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Copper products,Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Secondary copper for treatment, Re-processing of secondary copper into new copper",Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Other non-ferrous metal products,Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Fabricated metal products, except machinery and equipment (28)",Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Machinery and equipment n.e.c. (29),Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Office machinery and computers (30),Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Electrical machinery and apparatus n.e.c. (31),Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Radio, television and communication equipment and apparatus (32)",Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Medical, precision and optical instruments, watches and clocks (33)",Mm3,,,,,1,0,
"Water Withdrawal Blue - Manufacturing - Motor vehicles, trailers and semi-trailers (34)",Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Other transport equipment (35),Mm3,,,,,1,0,
Water Withdrawal Blue - Manufacturing - Furniture; other manufactured goods n.e.c. (36),Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - tower - Electricity by coal,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - tower - Electricity by gas,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - tower - Electricity by nuclear,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - tower - Electricity by hydro,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - tower - Electricity by wind,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - tower - Electricity by petroleum and other oil derivatives,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - tower - Electricity by biomass and waste,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - tower - Electricity by solar photovoltaic,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - tower - Electricity by solar thermal,Mm3,,,,,1,0,
"Water Withdrawal Blue - Electricity - tower - Electricity by tide, wave, ocean",Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - tower - Electricity by Geothermal,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - tower - Electricity nec,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - once-through - Electricity by coal,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - once-through - Electricity by gas,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - once-through - Electricity by nuclear,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - once-through - Electricity by hydro,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - once-through - Electricity by wind,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - once-through - Electricity by petroleum and other oil derivatives,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - once-through - Electricity by biomass and waste,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - once-through - Electricity by solar photovoltaic,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - once-through - Electricity by solar thermal,Mm3,,,,,1,0,
"Water Withdrawal Blue - Electricity - once-through - Electricity by tide, wave, ocean",Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - once-through - Electricity by Geothermal,Mm3,,,,,1,0,
Water Withdrawal Blue - Electricity - once-through - Electricity nec,Mm3,,,,,1,0,
Water Withdrawal Blue - Domestic - domestic Water Withdrawal Blue,Mm3,,,,,1,0,
Energy Carrier Net Total,TJ,,energy,,,1,1,
Energy Carrier Net NENE,TJ,,energy,,,1,1,
Energy Carrier Net NTRA,TJ,,energy,,,1,1,
Energy Carrier Net TAVI,TJ,,energy,,,1,1,
Energy Carrier Net TMAR,TJ,,energy,,,1,1,
Energy Carrier Net TOTH,TJ,,energy,,,1,1,
Energy Carrier Net TRAI,TJ,,energy,,,1,1,
Energy Carrier Net TROA,TJ,,energy,,,1,1,
Energy Carrier Net LOSS,TJ,,energy,,,1,1,
